code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date,net_profit_ratio,gross_profit_rate,business_income,bips,arturnover,arturndays,inventory_turnover,inventory_days,currentasset_turnover,currentasset_days,mbrg,nprg,nav,targ,epsg,seg
600880,博瑞传播,-0.03,-616.67,,-0.85,,-3050.98,-613.83,,07-29,-7.67,25.9329,397.3497,0.3634,2.0537,87.6467,9.9364,18.1152,0.3322,541.8423,-14.614,-1084.617,-1.7541,-3.9622,-616.6667,0.0855
600885,宏发股份,0.76,24.59,,8.52,,40364.44,23.61,,08-01,13.32,42.126000000000005,3028.3179999999998,5.6926,1.9994,90.027,1.8465,97.4817,0.77,233.7662,22.8578,21.2102,18.2232,21.0398,24.5902,17.5646
600889,南京化纤,0.14,154.72,,2.78,,4145.01,155.13,,07-22,4.82,11.8251,858.4539,2.7956,24.9616,7.2111,4.2905,41.9532,1.1701,153.833,21.7573,152.9141,5.7438,7.7518,154.717,5.7959
600961,株冶集团,0.01,-50.0,,4.26,,686.47,-41.57,,07-28,0.1,4.3887,6572.8517,12.4613,64.8139,2.7772,3.4618,51.9961,2.2592,79.6742,16.595,-41.9828,15.2133,7.1203,-50.0,15.1313
600970,中材国际,0.25,38.89,,6.31,,44545.81,43.26,,08-08,5.03,15.7996,8841.3935,5.0399,2.7588,65.2458,1.8277,98.4844,0.3794,474.4333,3.2675,43.0178,9.5009,10.505999999999998,38.8889,9.3008
600986,科达股份,0.23,35.29,,4.23,,20415.87,34.44,,07-29,5.41,12.8311,3770.3113,3.9159,1.7949,100.2841,2.3222,77.5127,0.6971,258.2126,28.2524,49.2027,48.9064,18.8921,35.2941,47.3226
600987,航民股份,0.38,2.96,,7.51,,24327.05,2.8,,08-09,15.05,29.9056,1616.3266,2.5441,7.7923,23.0997,6.1029,29.4942,0.6679999999999999,269.4611,1.9499,2.5025,12.9016,2.516,2.957,13.3486
601015,,,,,,,,,,,1.81,8.671,5097.1606,5.4808,5.8977,30.5204,8.1995,21.9526,1.1065,162.6751,116.3901,,8.3873,8.0706,150.0,12.1599
601168,西部矿业,0.11,1000.0,,2.25,,26004.03,747.21,,07-28,1.71,8.8449,15155.6099,6.3598,754.2915,0.2386,11.0345,16.3125,1.2675,142.0118,-0.9511,458.4856,3.1031,9.0675,1000.0,3.1172
601258,,,,,,,,,,,,,,,,,,,,,,,,,,
601339,百隆东方,0.21,5.0,,4.17,,30850.07,2.72,10派1.28,08-09,10.07,18.3714,3062.8027,2.0418,5.9254,30.3777,0.9519,189.0955,0.5148,349.6503,16.9014,2.7161,6.8367,12.515,5.0,6.8367
601678,滨化股份,0.3,650.0,,7.04,,36159.81,653.06,,07-21,11.77,26.218000000000004,3071.6277,2.5855,22.4539,8.0164,10.0169,17.9696,1.8494,97.3289,48.8029,,14.0762,7.4709,650.0,12.6729
601798,蓝科高新,0.01,-90.2,,0.1,,182.79,-89.83,,07-27,0.77,32.7155,234.5088,0.6614,0.3191,564.0865,0.4101,438.9173,0.141,1276.5957,-14.8971,-96.1293,-7.8333,12.8701,-90.1961,-8.0171
601933,永辉超市,0.11,37.5,,5.46,,105521.84,57.57,,07-31,3.72,20.4445,28316.8862,2.9587,50.0596,3.5957,5.0928,35.344,1.4231,126.4844,15.4949,53.3107,57.052,44.8819,37.5,55.6604
601965,中国汽研,0.14,16.67,,,,13700.05,23.81,,07-13,12.71,23.6744,1077.3737,1.1208,3.5706,50.4117,4.2178,42.6763,0.4103,438.7034,55.3603,25.1259,8.777000000000001,11.1432,16.6667,9.6693
603006,联明股份,0.28,-21.57,,6.37,,5450.49,-19.21,,08-04,11.79,21.4291,462.2677,2.3972,2.4726,72.7979,1.8311,98.3016,0.8392,214.49,5.1289,-19.2111,12.6926,7.806,-21.5686,12.6926
603008,喜临门,0.24,20.0,,3.77,,9482.56,51.96,,07-29,8.0,32.3882,1184.6542,3.0047,1.5655,114.9792,1.4969999999999999,120.2405,0.4937,364.5939,50.5858,51.7473,87.3256,38.8904,20.0,84.2976
603009,,,,,,,,,,,,,,,,,,,,,,,,,,
603010,万盛股份,0.27,0.0,,6.47,,6908.1,1.13,,07-29,9.61,21.7601,718.1521,2.823,3.7103,48.5136,3.7395,48.1348,1.011,178.0415,33.2289,1.3558,9.335,42.0103,0.0,9.3378
603021,,,,,,,,,,,,,,,,,,,,,,,,,,
603027,,,,,,,,,,,,,,,,,,,,,,,,,,
603036,如通股份,0.07,-61.11,,1.53,,1467.59,-46.41,,08-09,15.39,39.4528,95.3425,0.4688,0.5798,310.4519,0.4357,413.1283,0.1072,1679.1045,-10.3492,-44.9534,,,-61.1111,
603111,康尼机电,0.16,0.0,,8.43,,11502.84,-4.87,,07-27,11.49,36.7452,1000.3476,1.3547,0.94,191.4894,1.4509999999999998,124.0524,0.4227,425.8339,4.6564,-10.9059,14.1094,25.6022,0.0,14.5959
603131,,,,,,,,,,,,,,,,,,,,,,,,,,
603166,福达股份,0.14,100.0,,3.86,,8231.1,116.39,,07-27,12.02,24.3437,684.6254,1.1564,1.8216,98.8142,1.7791,101.1748,0.4209,427.655,34.7823,116.3927,1.3314,-9.4558,100.0,1.3314
603179,新泉股份,0.76,100.0,,11.59,,10892.45,138.45,,07-26,6.89,23.745,1580.5772,9.9157,3.2212,55.8798,2.3858,75.4464,0.9899,181.8365,182.9722,138.4537,126.9612,77.2204,100.0,126.9612
603199,九华旅游,0.54,17.29,,6.04,,5954.15,17.28,,07-14,24.34,51.6764,244.5575,2.2095,27.054000000000002,6.6534,19.2782,9.337,0.831,216.6065,12.2187,17.2826,7.2898,9.4361,17.288,7.2898
603225,新凤鸣,0.96,,,13.12,,52633.16,293.6,,08-08,4.88,9.9807,10778.0644,17.9037,41.7054,4.316,14.4699,12.4396,3.8492,46.763000000000005,39.8053,285.82,107.28200000000001,16.9917,,122.4161
603239,浙江仙通,0.35,-58.33,,10.7,,9562.29,67.76,,07-31,26.74,45.9958,357.5254,1.3206,2.2938,78.4724,2.1964,81.9523,0.4543,396.214,39.8854,67.76100000000001,173.8145,95.4658,-58.3333,173.8145
603258,电魂网络,0.36,-54.43,,5.46,,8609.31,-39.36,,08-08,38.77,92.2456,222.0493,0.9252,86.3315,2.085,,,0.149,1208.0537,-10.2162,-38.5292,175.4703,125.6305,-54.4304,174.9014
603305,旭升股份,0.31,40.91,,19.63,,11043.0,38.46,,07-07,31.5,46.8338,350.4808,0.9762,2.2230000000000003,80.9717,2.1128,85.195,1.0557,170.503,50.9023,38.4571,,,40.9091,
603319,,,,,,,,,,,,,,,,,,,,,,,,,,
603330,,,,,,,,,,,,,,,,,,,,,,,,,,
603333,明星电缆,0.02,-158.14,,0.74,,1040.53,-158.22,,07-18,2.43,16.7297,426.7648,0.8206,0.8199,219.53900000000002,3.4982,51.455,0.4548,395.7784,62.2618,,-3.3492,-1.536,-158.1395,-3.3492
603338,浙江鼎力,0.92,76.92,,13.05,,14952.37,77.55,,07-25,27.05,43.8785,552.6637,3.4010000000000002,2.3422,76.8508,1.6541,108.8205,0.5892,305.499,74.5475,77.4927,20.6099,17.0154,76.9231,21.3428
603369,今世缘,0.52,22.28,,13.26,,64933.12,22.29,,07-31,35.99,70.6787,1803.7219,1.4378,67.5863,2.6633,0.3527,510.3487,0.4105,438.4896,17.2405,22.3503,15.1986,18.0568,22.2773,15.2617
603416,信捷电气,0.46,-17.86,,7.43,,6396.38,50.94,,07-28,28.79,43.9853,222.1075,1.5801,3.3597,53.5762,1.2237,147.0949,0.264,681.8182,40.3034,50.903999999999996,141.8565,129.9333,-17.8571,141.9049
603535,嘉诚国际,0.44,7.32,6.94,6.51,0.32,4931.01,6.94,,08-07,10.82,23.4679,455.7175,4.04,3.7179,48.4144,4.2889,41.9688,0.9051,198.8731,12.6683,6.7672,,,7.3171,
603558,健盛集团,0.18,-21.74,,3.48,,6509.74,-14.25,,07-18,14.15,30.1958,459.9739,1.2414,3.2060000000000004,56.1447,1.2556,143.3578,0.3803,473.3105,54.3596,-14.2492,3.255,8.1288,-21.7391,3.255
603559,中通国脉,0.08,-52.94,,2.05,,1065.94,-2.72,,07-29,4.91,14.755,216.9542,1.6435,0.6813,264.2008,1.3287,135.4708,0.3136,573.9796,22.497,-2.7228,77.2422,48.7692,-52.9412,77.2422
603577,汇金通,0.18,-33.68,,2.53,,2148.35,-11.55,,08-04,5.87,22.375,365.8184,3.1352,1.2415,144.9859,0.5582,322.4651,0.2912,618.1319,41.0624,-11.5493,68.4982,79.0164,-33.6816,68.4982
603595,东尼电子,0.62,129.63,,,,4650.82,130.39,,07-11,19.95,39.9453,233.0902,3.1078,1.4543,123.7709,2.7813,64.7179,0.7803,230.6805,91.5058,130.3906,,,129.6296,
603601,再升科技,0.12,-41.35,,4.03,,4465.83,47.17,,07-20,20.59,41.3073,216.8257,0.5615,2.3508,76.5697,2.8168,63.9023,0.2568,700.9346,51.6297,46.0606,0.2495,15.0767,-41.3496,0.312
603615,茶花股份,0.2,-28.35,,3.9,,4476.63,-12.5,,08-09,13.52,32.0683,331.0012,1.3791,4.4405,40.536,1.6339,110.1659,0.4531,397.2633,1.2569,-12.4966,62.0915,55.0795,-28.3451,62.0915
603638,艾迪精密,0.4,41.09,,9.24,,6810.03,80.28,,08-08,22.2,42.895,306.6896,1.7425,5.1773,34.7672,1.2854,140.0342,0.8486,212.1141,56.2248,80.2772,66.2846,47.6869,41.0901,66.2846
603658,安图生物,0.46,17.95,,11.93,,19143.16,29.57,10派3.6,08-03,32.86,69.5864,582.5218,1.3869,3.5084,51.3054,1.5777,114.0901,0.5806,310.0241,34.3033,29.5711,81.9325,77.8244,17.9487,80.4748
603668,天马科技,0.16,-27.27,,6.48,,4647.6,30.91,,07-13,10.51,24.3078,441.9625,1.489,1.8941,95.0319,1.0698,168.2557,0.5482,328.3473,27.0283,30.7237,84.6793,44.6749,-27.2727,85.5034
603677,奇精机械,0.55,-22.54,,5.89,,4692.69,10.65,10派2.5,08-03,7.54,20.3095,621.9773,4.5733,2.2642,79.4983,2.1624,83.2408,0.8335,215.9568,14.3581,10.6491,109.2901,47.7669,-22.5352,109.2901
603678,火炬电子,0.26,-50.0,,4.91,,11640.21,35.08,,08-07,13.89,25.881999999999998,838.0093,1.8512,1.3245,135.9003,2.1057,85.4823,0.3967,453.7434,21.6494,32.8831,103.7358,60.1212,-50.0,100.5118
603686,龙马环卫,0.48,26.32,,10.13,,12730.43,25.18,,08-05,8.69,26.9538,1464.2977,5.3765,1.6028,112.3035,2.7057,66.5262,0.6547,274.9351,43.8546,30.6944,20.3868,24.9315,26.3158,18.7542
603699,,,,,,,,,,,,,,,,,,,,,,,,,,
603707,健友股份,0.34,-34.14,,8.96,,12327.15,-34.14,,08-01,25.47,43.6627,483.8201,1.3439,3.7464,48.0461,0.3463,519.7805,0.4322,416.4739,57.1641,-34.1372,,,-34.1412,
603766,隆鑫通用,0.24,-53.47,,8.0,,50114.95,17.35,,08-03,10.57,20.9459,4741.0225,2.2438,3.3702,53.4093,7.3555,24.4715,0.9328,192.9674,22.1571,15.1644,13.0119,19.7676,-53.4719,11.0847
603826,坤彩科技,0.21,10.52,,8.75,,6208.58,22.75,10派0.6,07-31,27.77,47.3991,223.5214,0.6208,2.4028,74.9126,0.6615,272.1088,0.4797,375.2345,18.5459,21.7744,,,10.5179,
603860,中公高科,0.25,13.64,6.04,4.18,-0.55,1237.32,14.91,,08-01,18.23,55.586000000000006,67.8408,1.3568,0.877,205.2452,1.3238,135.9722,0.3887,463.0821,19.9766,25.892,,,13.6364,
603869,北部湾旅,0.25,92.31,,2.43,,8722.01,210.77,,08-05,9.71,41.223,897.8479,2.574,0.8285,217.2601,1.3963,128.9121,0.2826,636.9427,420.6836,236.3291,377.8157,425.9649,92.3077,361.3289
603919,金徽酒,0.39,-17.02,,6.12,,14180.84,23.95,,07-28,19.7,63.1456,719.745,1.9773,80.4477,2.2375,0.7098,253.5926,0.8346,215.6722,6.815,23.9468,11.8672,0.0388,-17.0213,11.8672
603990,麦迪科技,0.17,0.0,,3.42,,1368.02,32.11,,08-01,13.05,75.2592,104.8183,1.2951,0.6642,271.0027,1.515,118.8119,0.2631,684.1505,14.6973,32.1148,100.3414,28.8673,0.0,100.3414
